DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1p34.1	1	43723048	RP11-184I16.4	ST3GAL3, AL451062.1, AL451062.3			ENSG00000126091, ENSG00000229444, ENSG00000284989			rs12410444-?	rs12410444	0	12410444	intron_variant	0	NR	7E-12	11.154901959985743		0.01519143	[0.011-0.02] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1p31.1	1	72155780	NEGR1	NEGR1			ENSG00000172260			rs12124523-?	rs12124523	0	12124523	intron_variant	0	NR	2E-12	11.698970004336019		0.022796417	[0.016-0.029] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1p31.1	1	77998184	DNAJB4	GIPC2, DNAJB4			ENSG00000137960, ENSG00000162616			rs4130548-?	rs4130548	0	4130548	intron_variant	0	NR	2E-9	8.698970004336019		0.012752418	[0.0086-0.0169] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1p22.2	1	90724174	BARHL2	AC092805.1			ENSG00000287076			rs1008078-?	rs1008078	0	1008078	non_coding_transcript_exon_variant	0	NR	3E-13	12.522878745280337		0.015171385	[0.011-0.019] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1p22.1	1	93584664	BCAR3	BCAR3			ENSG00000137936			rs236318-?	rs236318	0	236318	intron_variant	0	NR	9E-9	8.045757490560675		0.013588152	[0.009-0.0182] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1p21.3	1	97357213	DPYD	DPYD			ENSG00000188641			rs6685859-?	rs6685859	0	6685859	intron_variant	0	NR	1E-9	9.0		0.012283642	[0.0083-0.0163] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1p21.3	1	97980274	MIR137HG	DPYD, MIR137HG			ENSG00000188641, ENSG00000225206			rs80289781-?	rs80289781	0	80289781	intron_variant	0	NR	1E-21	21.0		0.026779253	[0.021-0.032] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1p13.3	1	109498058	CYB561D1	CYB561D1			ENSG00000174151			rs2297797-?	rs2297797	0	2297797	3_prime_UTR_variant	0	NR	3E-8	7.522878745280337		0.011191746	[0.0072-0.0151] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1p13.2	1	111642655	RAP1A	RAP1A			ENSG00000116473			rs2477432-?	rs2477432	0	2477432	intron_variant	0	NR	3E-8	7.522878745280337		0.011372222	[0.0074-0.0154] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1q21.2	1	150146987	VPS45	VPS45 - PLEKHO1	ENSG00000136631	ENSG00000023902		1658	2196	rs72694951-?	rs72694951	0	72694951	TF_binding_site_variant	1	NR	7E-9	8.154901959985743		0.015576103	[0.01-0.021] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1q23.2	1	159199673	ENSG00000225670	CADM3, CADM3-AS1			ENSG00000162706, ENSG00000225670			rs3027001-?	rs3027001	0	3027001	intron_variant	0	NR	2E-8	7.698970004336019		0.013022569	[0.0085-0.0176] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1q32.1	1	199471855	ENSG00000231718	LINC02789 - AL596266.1	ENSG00000231718	ENSG00000231984		78548	280636	rs12139351-?	rs12139351	0	12139351	intergenic_variant	1	NR	5E-11	10.301029995663981		0.013982416	[0.0098-0.0182] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1q32.1	1	204618441	LRRN2	LRRN2			ENSG00000170382			rs3747631-?	rs3747631	0	3747631	missense_variant	0	NR	1E-16	16.0		0.020482434	[0.016-0.025] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1q32.3	1	211436426	ENSG00000261252	LINC00467 - ARPC3P2	ENSG00000153363	ENSG00000238137		856	5848	rs35771425-?	rs35771425	0	35771425	intergenic_variant	1	NR	5E-12	11.301029995663981		0.017222868	[0.012-0.022] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1q41	1	221783857	DUSP10	DUSP10 - LINC01655	ENSG00000143507	ENSG00000227925		41768	35985	rs9441956-?	rs9441956	0	9441956	intergenic_variant	1	NR	2E-8	7.698970004336019		0.011435131	[0.0075-0.0154] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	1q43	1	243340806	SDCCAG8	SDCCAG8, SDCCAG8			ENSG00000054282, ENSG00000276111			rs2256126-?	rs2256126	0	2256126	intron_variant	0	NR	4E-16	15.397940008672037		0.01773371	[0.013-0.022] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2p25.1	2	10837459	PDIA6	PDIA6			ENSG00000143870			rs76076331-?	rs76076331	0	76076331	intron_variant	0	NR	2E-8	7.698970004336019		0.01779352	[0.012-0.024] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2p16.3	2	50855616	NRXN1	NRXN1			ENSG00000179915			rs10490175-?	rs10490175	0	10490175	intron_variant	0	NR	2E-8	7.698970004336019		0.014611234	[0.0095-0.0197] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2p16.3	2	51591881	AC007682.1	AC007402.1			ENSG00000231918			rs72807818-?	rs72807818	0	72807818	intron_variant	0	NR	1E-8	8.0		0.017506748	[0.011-0.024] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2p16.1	2	57761059	ENSG00000271615	ACTG1P22			ENSG00000271615			rs11688767-?	rs11688767	0	11688767	intron_variant	0	NR	2E-12	11.698970004336019		0.014326841	[0.01-0.018] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2p16.1	2	60491212	BCL11A	BCL11A			ENSG00000119866			rs7599488-?	rs7599488	0	7599488	intron_variant	0	NR	4E-16	15.397940008672037		0.016694613	[0.013-0.021] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2p14	2	65381229	SPRED2	SPRED2			ENSG00000198369			rs268134-?	rs268134	0	268134	intron_variant	0	NR	2E-8	7.698970004336019		0.012981593	[0.0084-0.0175] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2p13.2	2	71386784	ZNF638	ZNF638			ENSG00000075292			rs7557781-?	rs7557781	0	7557781	intron_variant	0	NR	5E-12	11.301029995663981		0.013778182	[0.0099-0.0177] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2p13.2	2	73109679	RAB11FIP5	RAB11FIP5			ENSG00000135631			rs7602651-?	rs7602651	0	7602651	intron_variant	0	NR	3E-8	7.522878745280337		0.013407344	[0.0087-0.0181] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q11.2	2	100190052	LINC01104	AFF3			ENSG00000144218			rs6712515-?	rs6712515	0	6712515	intron_variant	0	NR	2E-15	14.698970004336019		0.016002202	[0.012-0.02] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q24.1	2	156053895	ENSG00000235548	LINC01876			ENSG00000226383			rs72906060-?	rs72906060	0	72906060	intron_variant	0	NR	3E-8	7.522878745280337		0.017926758	[0.012-0.024] unit increase	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q24.2	2	161023105	ENSG00000232337	RN7SL423P - AC009313.2	ENSG00000244372	ENSG00000232337		145255	25501	rs6723841-?	rs6723841	0	6723841	intergenic_variant	1	NR	1E-10	10.0		0.013711477	[0.0095-0.0179] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q24.2	2	161971491	SLC4A10	SLC4A10			ENSG00000144290			rs4664442-?	rs4664442	0	4664442	intron_variant	0	NR	1E-13	13.0		0.014770402	[0.011-0.019] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
2019-09-04	31374203	Lam M	2019-08-01	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/31374203	Pleiotropic Meta-Analysis of Cognition, Education, and Schizophrenia Differentiates Roles of Early Neurodevelopmental and Adult Synaptic Pathways.	Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	328,917 individuals with educational attainment measurements, 107,207 individuals with cognitive ability measurements, 77,096 European ancestry schizophrenia cases, 43,456 European ancestry controls	NA	2q31.1	2	171928495	HAT1	HAT1, SLC25A12			ENSG00000128708, ENSG00000115840			rs9784123-?	rs9784123	0	9784123	intron_variant	0	NR	3E-8	7.522878745280337		0.012116563	[0.0078-0.0164] unit decrease	NR [7306098]	N	schizophrenia, intelligence, self reported educational attainment	http://www.ebi.ac.uk/efo/EFO_0000692, http://www.ebi.ac.uk/efo/EFO_0004337, http://www.ebi.ac.uk/efo/EFO_0004784	GCST008595	Genome-wide genotyping array
